time,temp,tmin,tmax,txmn,txmx,prcp,pres,name,country,region,latitude,longitude,YR_x,MON_x,NINO12,NINO12ANOM,NINO34,NINO34ANOM,YR_y,MON_y,ICEN
2021-01-01,21.5,19.2,23.9,,,4.17,1011.7,Trujillo,PE,LD,-8.1,-79.0333,2021,1,23.68,-0.88,25.55,-1.0,2021.0,1.0,-0.84
2021-02-01,21.9,19.9,24.0,17.8,26.0,4.2,1011.6,Trujillo,PE,LD,-8.1,-79.0333,2021,2,25.24,-0.86,25.75,-1.0,2021.0,2.0,-0.83
2021-03-01,22.6,20.3,24.3,19.3,26.1,2.0,1011.5,Trujillo,PE,LD,-8.1,-79.0333,2021,3,25.74,-0.75,26.48,-0.8,2021.0,3.0,-0.86
2021-04-01,19.2,17.3,21.1,15.5,23.3,1.0,1011.9,Trujillo,PE,LD,-8.1,-79.0333,2021,4,24.59,-0.94,27.1,-0.72,2021.0,4.0,-0.83
2021-05-01,18.9,17.2,20.6,16.2,21.6,0.5,1013.8,Trujillo,PE,LD,-8.1,-79.0333,2021,5,23.63,-0.79,27.47,-0.46,2021.0,5.0,-0.7
2021-06-01,19.4,17.9,20.8,17.3,23.0,0.0,1014.6,Trujillo,PE,LD,-8.1,-79.0333,2021,6,22.75,-0.37,27.45,-0.28,2021.0,6.0,-0.46
2021-07-01,18.6,17.2,20.3,16.2,22.0,0.5,1014.6,Trujillo,PE,LD,-8.1,-79.0333,2021,7,21.75,-0.21,26.9,-0.39,2021.0,7.0,-0.3
2021-08-01,17.4,16.0,19.2,15.1,20.6,0.5,1015.2,Trujillo,PE,LD,-8.1,-79.0333,2021,8,20.71,-0.29,26.32,-0.53,2021.0,8.0,-0.41
2021-09-01,16.4,15.0,18.3,13.1,19.9,0.0,1015.0,Trujillo,PE,LD,-8.1,-79.0333,2021,9,20.02,-0.7,26.17,-0.55,2021.0,9.0,-0.62
2021-10-01,16.4,15.0,18.2,14.7,19.3,2.0,1014.3,Trujillo,PE,LD,-8.1,-79.0333,2021,10,20.15,-0.87,25.77,-0.94,2021.0,10.0,-0.9
2021-11-01,18.1,16.1,20.3,15.2,23.3,0.5,1014.3,Trujillo,PE,LD,-8.1,-79.0333,2021,11,20.53,-1.12,25.76,-0.94,2021.0,11.0,-1.23
2021-12-01,18.7,16.6,20.6,15.3,22.6,2.0,1013.2,Trujillo,PE,LD,-8.1,-79.0333,2021,12,21.12,-1.69,25.54,-1.06,2021.0,12.0,-1.31
2022-01-01,19.9,17.9,22.6,15.8,24.4,0.5,1013.0,Trujillo,PE,LD,-8.1,-79.0333,2022,1,23.46,-1.11,25.6,-0.94,2022.0,1.0,-1.46
2022-02-01,20.2,18.0,22.1,15.5,23.9,1.0,1012.4,Trujillo,PE,LD,-8.1,-79.0333,2022,2,24.52,-1.58,25.86,-0.89,2022.0,2.0,-1.14
2022-03-01,20.7,18.6,22.9,16.9,25.9,0.5,1011.7,Trujillo,PE,LD,-8.1,-79.0333,2022,3,25.73,-0.76,26.31,-0.97,2022.0,3.0,-1.24
2022-04-01,18.1,16.9,20.0,15.3,22.1,2.0,1012.7,Trujillo,PE,LD,-8.1,-79.0333,2022,4,24.14,-1.4,26.7,-1.11,2022.0,4.0,-1.26
2022-05-01,17.0,15.7,19.1,14.6,20.1,0.5,1014.3,Trujillo,PE,LD,-8.1,-79.0333,2022,5,22.76,-1.66,26.82,-1.11,2022.0,5.0,-1.51
2022-06-01,16.4,14.9,18.6,13.4,20.6,0.5,1015.3,Trujillo,PE,LD,-8.1,-79.0333,2022,6,21.63,-1.49,26.98,-0.75,2022.0,6.0,-1.44
2022-07-01,16.1,14.9,17.7,13.7,19.2,0.5,1015.0,Trujillo,PE,LD,-8.1,-79.0333,2022,7,20.76,-1.2,26.6,-0.69,2022.0,7.0,-1.09
2022-08-01,15.7,14.7,17.3,14.1,18.7,0.5,1015.2,Trujillo,PE,LD,-8.1,-79.0333,2022,8,20.41,-0.6,25.88,-0.97,2022.0,8.0,-0.93
2022-09-01,15.7,14.7,17.4,13.8,19.0,0.5,1015.4,Trujillo,PE,LD,-8.1,-79.0333,2022,9,19.71,-1.02,25.65,-1.07,2022.0,9.0,-1.12
2022-10-01,15.7,14.6,17.8,14.0,19.5,0.5,1015.2,Trujillo,PE,LD,-8.1,-79.0333,2022,10,19.23,-1.78,25.73,-0.99,2022.0,10.0,-1.3
2022-11-01,17.5,16.1,20.0,15.1,24.2,0.0,1014.5,Trujillo,PE,LD,-8.1,-79.0333,2022,11,20.52,-1.13,25.8,-0.9,2022.0,11.0,-1.1
2022-12-01,19.9,17.3,22.7,14.6,25.0,0.5,1012.9,Trujillo,PE,LD,-8.1,-79.0333,2022,12,22.35,-0.46,25.75,-0.85,2022.0,12.0,-0.7
2023-01-01,20.3,17.1,24.2,15.4,27.4,0.5,1012.8,Trujillo,PE,LD,-8.1,-79.0333,2023,1,24.0,-0.56,25.83,-0.72,2023.0,1.0,-0.17
2023-02-01,23.2,19.3,26.6,15.9,29.2,2.0,1010.9,Trujillo,PE,LD,-8.1,-79.0333,2023,2,26.58,0.48,26.29,-0.46,2023.0,2.0,0.47
2023-03-01,25.9,21.8,29.5,18.4,31.8,4.0,1011.5,Trujillo,PE,LD,-8.1,-79.0333,2023,3,27.98,1.49,27.17,-0.11,2023.0,3.0,1.53
2023-04-01,25.8,22.9,29.2,21.2,32.0,0.5,1010.6,Trujillo,PE,LD,-8.1,-79.0333,2023,4,28.16,2.62,27.96,0.14,2023.0,4.0,2.11
2023-05-01,23.3,21.3,26.0,20.2,28.1,0.0,1012.0,Trujillo,PE,LD,-8.1,-79.0333,2023,5,26.64,2.22,28.39,0.46,2023.0,5.0,2.45
2023-06-01,22.6,21.3,24.6,19.6,26.1,0.0,1012.7,Trujillo,PE,LD,-8.1,-79.0333,2023,6,25.63,2.5,28.57,0.84,2023.0,6.0,2.57
2023-07-01,22.3,21.1,24.2,19.1,26.2,0.5,1012.8,Trujillo,PE,LD,-8.1,-79.0333,2023,7,24.94,2.98,28.32,1.02,2023.0,7.0,2.92
2023-08-01,21.4,20.0,23.2,17.9,25.2,0.0,1013.2,Trujillo,PE,LD,-8.1,-79.0333,2023,8,24.3,3.29,28.2,1.35,2023.0,8.0,2.9
2023-09-01,20.1,18.7,22.4,17.8,24.4,0.0,1012.8,Trujillo,PE,LD,-8.1,-79.0333,2023,9,23.14,2.42,28.32,1.6,2023.0,9.0,2.68
2023-10-01,19.4,18.1,21.7,16.9,23.6,0.5,1013.2,Trujillo,PE,LD,-8.1,-79.0333,2023,10,23.34,2.32,28.44,1.72,2023.0,10.0,2.28
2023-11-01,19.4,18.1,21.5,17.3,22.3,0.5,1012.6,Trujillo,PE,LD,-8.1,-79.0333,2023,11,23.73,2.07,28.72,2.02,2023.0,11.0,2.01
2023-12-01,20.7,19.4,22.6,18.1,25.9,1.0,1011.9,Trujillo,PE,LD,-8.1,-79.0333,2023,12,24.42,1.61,28.62,2.03,2023.0,12.0,1.67
2024-01-01,22.9,21.4,24.9,20.2,26.5,0.5,1011.8,Trujillo,PE,LD,-8.1,-79.0333,2024,1,25.86,1.29,28.35,1.81,2024.0,1.0,1.34
2024-02-01,24.0,22.4,26.0,20.7,28.0,0.0,1011.4,Trujillo,PE,LD,-8.1,-79.0333,2024,2,27.22,1.12,28.27,1.52,2024.0,2.0,0.88
2024-03-01,22.4,20.9,24.3,19.5,26.2,0.0,1011.4,Trujillo,PE,LD,-8.1,-79.0333,2024,3,26.74,0.25,28.41,1.13,2024.0,3.0,0.38
2024-04-01,20.3,18.8,22.3,16.8,24.8,0.5,1012.0,Trujillo,PE,LD,-8.1,-79.0333,2024,4,25.33,-0.21,28.59,0.77,2024.0,4.0,-0.38
2024-05-01,17.8,16.6,19.5,15.4,20.9,0.5,1013.1,Trujillo,PE,LD,-8.1,-79.0333,2024,5,23.25,-1.16,28.16,0.23,2024.0,5.0,-0.78
2024-06-01,17.5,16.5,19.3,15.5,20.5,0.0,1014.4,Trujillo,PE,LD,-8.1,-79.0333,2024,6,22.18,-0.95,27.9,0.17,2024.0,6.0,-0.97
2024-07-01,17.3,16.2,19.0,13.9,21.5,0.5,1014.3,Trujillo,PE,LD,-8.1,-79.0333,2024,7,21.18,-0.78,27.34,0.04,2024.0,7.0,-0.72
2024-08-01,16.7,15.8,18.2,13.7,20.0,0.0,1015.3,Trujillo,PE,LD,-8.1,-79.0333,2024,8,20.58,-0.42,26.73,-0.12,2024.0,8.0,-0.65
2024-09-01,16.6,15.7,18.3,15.2,19.8,1.0,1013.7,Trujillo,PE,LD,-8.1,-79.0333,2024,9,19.98,-0.75,26.45,-0.26,2024.0,9.0,-0.5
2024-10-01,17.1,16.1,19.0,15.4,20.8,0.5,1014.1,Trujillo,PE,LD,-8.1,-79.0333,2024,10,20.7,-0.32,26.44,-0.27,2024.0,10.0,-0.34
2024-11-01,17.7,16.3,19.6,15.1,21.2,0.5,1014.0,Trujillo,PE,LD,-8.1,-79.0333,2024,11,21.72,0.06,26.45,-0.25,2024.0,11.0,-0.1
2024-12-01,17.9,16.2,19.7,13.9,21.1,0.0,1012.9,Trujillo,PE,LD,-8.1,-79.0333,2024,12,22.78,-0.03,26.0,-0.6,2024.0,12.0,-0.11
2025-01-01,19.0,17.2,21.0,15.9,22.6,10.0,1012.8,Trujillo,PE,LD,-8.1,-79.0333,2025,1,24.24,-0.33,25.8,-0.74,2025.0,1.0,0.0
2025-02-01,21.9,20.2,23.6,17.3,26.1,2.0,1011.3,Trujillo,PE,LD,-8.1,-79.0333,2025,2,26.68,0.58,26.32,-0.43,2025.0,2.0,0.45
2025-03-01,21.0,19.4,23.0,16.7,25.6,13.0,1011.7,Trujillo,PE,LD,-8.1,-79.0333,2025,3,27.48,0.99,27.29,0.01,2025.0,3.0,0.72
2025-04-01,17.3,15.6,19.3,12.2,21.4,1.0,1012.2,Trujillo,PE,LD,-8.1,-79.0333,2025,4,25.95,0.42,27.68,-0.14,2025.0,4.0,0.46
2025-05-01,18.6,17.4,20.4,15.6,24.0,0.5,1013.4,Trujillo,PE,LD,-8.1,-79.0333,2025,5,24.35,-0.06,27.8,-0.13,2025.0,5.0,0.18
2025-06-01,19.2,18.3,20.5,16.7,22.5,0.5,1014.4,Trujillo,PE,LD,-8.1,-79.0333,2025,6,23.22,0.09,27.66,-0.07,2025.0,6.0,0.11
2025-07-01,18.4,17.3,19.7,15.1,21.0,0.5,1014.4,Trujillo,PE,LD,-8.1,-79.0333,2025,7,22.21,0.25,27.15,-0.14,2025.0,7.0,0.17
2025-08-01,17.6,16.7,19.0,15.6,21.3,0.0,1015.2,Trujillo,PE,LD,-8.1,-79.0333,2025,8,21.06,0.06,26.49,-0.36,2025.0,8.0,-0.01
2025-09-01,16.9,16.0,18.4,15.6,19.6,0.0,1014.9,Trujillo,PE,LD,-8.1,-79.0333,2025,9,20.29,-0.44,26.25,-0.47,2025.0,9.0,-0.22
2025-10-01,17.1,16.1,18.9,15.4,20.0,0.5,1014.2,Trujillo,PE,LD,-8.1,-79.0333,2025,10,20.67,-0.35,26.22,-0.5,2025.0,10.0,-0.42
2025-11-01,17.9,16.7,19.8,15.9,21.2,0.5,1013.4,Trujillo,PE,LD,-8.1,-79.0333,2025,11,21.19,-0.46,26.01,-0.7,2025.0,11.0,-0.5
2025-12-01,19.0,17.3,21.1,16.1,22.6,0.0,1013.0,Trujillo,PE,LD,-8.1,-79.0333,2025,12,22.19,-0.62,25.93,-0.67,2025.0,12.0,-0.51
2026-01-01,21.0,19.3,22.8,17.0,26.3,10.0,1012.2,Trujillo,PE,LD,-8.1,-79.0333,2026,1,24.28,-0.29,25.96,-0.58,2026.0,1.0,-0.06
2026-02-01,22.6,21.0,24.5,18.8,28.3,3.0,1011.7,Trujillo,PE,LD,-8.1,-79.0333,2026,2,26.82,0.71,26.48,-0.27,2026.0,2.0,0.42
2026-03-01,23.0,21.5,24.7,20.0,26.0,16.6,1010.4,Trujillo,PE,LD,-8.1,-79.0333,2026,3,27.38,0.89,27.27,-0.01,2026.0,3.0,0.96
2026-04-01,,,,,,,,,,,,,2026,4,26.8,1.27,28.05,0.23,,,
