time,temp,tmin,tmax,txmn,txmx,prcp,pres,name,country,region,latitude,longitude,YR_x,MON_x,NINO12,NINO12ANOM,NINO34,NINO34ANOM,YR_y,MON_y,ICEN
2008-08-01,18.8,17.6,21.0,16.5,22.8,0.0,1016.2,Trujillo,PE,LD,-8.1,-79.0333,2008,8,22.4,1.4,26.72,-0.13,2008.0,8.0,1.13
2008-09-01,18.1,16.7,20.8,15.4,22.8,0.0,1016.4,Trujillo,PE,LD,-8.1,-79.0333,2008,9,21.75,1.02,26.47,-0.25,2008.0,9.0,0.92
2008-10-01,17.4,16.1,20.1,15.3,21.0,0.0,1017.0,Trujillo,PE,LD,-8.1,-79.0333,2008,10,21.37,0.35,26.37,-0.35,2008.0,10.0,0.37
2008-11-01,17.9,16.2,20.7,15.5,22.5,0.0,1016.1,Trujillo,PE,LD,-8.1,-79.0333,2008,11,21.38,-0.28,26.25,-0.46,2008.0,11.0,-0.12
2008-12-01,19.0,16.9,21.8,15.8,24.0,0.0,1015.7,Trujillo,PE,LD,-8.1,-79.0333,2008,12,22.36,-0.45,25.74,-0.86,2008.0,12.0,-0.3
2009-01-01,21.1,19.0,24.1,17.3,27.0,10.0,1014.7,Trujillo,PE,LD,-8.1,-79.0333,2009,1,24.4,-0.17,25.66,-0.89,2009.0,1.0,-0.43
2009-02-01,22.0,19.4,25.0,17.0,27.2,2.0,1012.9,Trujillo,PE,LD,-8.1,-79.0333,2009,2,25.42,-0.68,25.96,-0.79,2009.0,2.0,-0.55
2009-03-01,21.8,19.7,24.6,18.4,26.0,0.5,1013.1,Trujillo,PE,LD,-8.1,-79.0333,2009,3,25.67,-0.81,26.59,-0.69,2009.0,3.0,-0.36
2009-04-01,20.6,18.6,22.9,17.7,26.9,0.0,1014.4,Trujillo,PE,LD,-8.1,-79.0333,2009,4,25.94,0.41,27.47,-0.35,2009.0,4.0,-0.02
2009-05-01,18.5,16.9,21.1,15.3,24.3,1.0,1015.2,Trujillo,PE,LD,-8.1,-79.0333,2009,5,24.76,0.34,27.99,0.06,2009.0,5.0,0.47
2009-06-01,19.2,17.8,21.2,16.2,23.1,2.0,1015.9,Trujillo,PE,LD,-8.1,-79.0333,2009,6,23.78,0.65,28.04,0.31,2009.0,6.0,0.58
2009-07-01,18.6,17.5,20.5,14.7,23.0,0.0,1015.7,Trujillo,PE,LD,-8.1,-79.0333,2009,7,22.71,0.75,27.78,0.48,2009.0,7.0,0.75
2009-08-01,18.0,16.8,20.2,16.0,22.0,0.5,1015.8,Trujillo,PE,LD,-8.1,-79.0333,2009,8,21.85,0.84,27.42,0.56,2009.0,8.0,0.7
2009-09-01,17.7,16.6,19.8,15.9,21.0,0.0,1016.0,Trujillo,PE,LD,-8.1,-79.0333,2009,9,21.23,0.51,27.4,0.68,2009.0,9.0,0.56
2009-10-01,17.2,15.9,19.7,15.0,21.1,0.5,1015.4,Trujillo,PE,LD,-8.1,-79.0333,2009,10,21.34,0.32,27.6,0.89,2009.0,10.0,0.39
2009-11-01,18.6,17.1,21.3,16.1,22.3,0.0,1014.5,Trujillo,PE,LD,-8.1,-79.0333,2009,11,21.99,0.33,28.16,1.46,2009.0,11.0,0.42
2009-12-01,20.8,19.3,23.6,16.8,27.7,0.0,1014.5,Trujillo,PE,LD,-8.1,-79.0333,2009,12,23.41,0.6,28.34,1.74,2009.0,12.0,0.41
2010-01-01,22.9,21.3,25.7,20.1,27.7,0.0,1013.0,Trujillo,PE,LD,-8.1,-79.0333,2010,1,24.85,0.28,28.07,1.52,2010.0,1.0,0.35
2010-02-01,22.5,20.6,25.4,19.8,29.0,13.0,1012.1,Trujillo,PE,LD,-8.1,-79.0333,2010,2,26.22,0.12,28.01,1.25,2010.0,2.0,0.18
2010-03-01,23.3,19.5,27.9,17.3,29.0,2.0,1013.0,Trujillo,PE,LD,-8.1,-79.0333,2010,3,26.56,0.07,28.18,0.9,2010.0,3.0,0.05
2010-04-01,21.8,18.7,25.8,17.5,29.0,0.5,1013.7,Trujillo,PE,LD,-8.1,-79.0333,2010,4,25.43,-0.11,28.2,0.38,2010.0,4.0,0.09
2010-05-01,19.2,17.6,21.8,16.0,23.5,0.5,1013.0,Trujillo,PE,LD,-8.1,-79.0333,2010,5,24.65,0.24,27.71,-0.22,2010.0,5.0,0.07
2010-06-01,17.7,16.1,20.2,15.5,22.4,0.0,1014.3,Trujillo,PE,LD,-8.1,-79.0333,2010,6,23.14,0.01,27.04,-0.69,2010.0,6.0,-0.24
2010-07-01,16.1,15.0,18.1,13.2,19.8,0.0,1015.3,Trujillo,PE,LD,-8.1,-79.0333,2010,7,20.93,-1.03,26.22,-1.07,2010.0,7.0,-0.75
2010-08-01,15.7,14.6,18.1,13.0,20.8,0.0,1015.2,Trujillo,PE,LD,-8.1,-79.0333,2010,8,19.7,-1.31,25.47,-1.39,2010.0,8.0,-1.16
2010-09-01,15.2,14.2,17.0,13.6,19.5,0.5,1015.0,Trujillo,PE,LD,-8.1,-79.0333,2010,9,19.5,-1.22,25.12,-1.6,2010.0,9.0,-1.24
2010-10-01,16.0,14.6,18.6,13.9,20.6,0.0,1015.1,Trujillo,PE,LD,-8.1,-79.0333,2010,10,19.73,-1.28,25.03,-1.69,2010.0,10.0,-1.25
2010-11-01,16.9,15.1,19.8,13.9,22.9,0.0,1014.4,Trujillo,PE,LD,-8.1,-79.0333,2010,11,20.34,-1.31,25.06,-1.64,2010.0,11.0,-1.13
2010-12-01,18.0,16.2,20.7,14.9,22.6,0.0,1013.0,Trujillo,PE,LD,-8.1,-79.0333,2010,12,21.91,-0.9,25.0,-1.6,2010.0,12.0,-0.88
2011-01-01,19.5,17.4,22.3,15.9,24.6,0.0,1011.4,Trujillo,PE,LD,-8.1,-79.0333,2011,1,24.08,-0.48,25.0,-1.54,2011.0,1.0,-0.5
2011-02-01,21.4,19.3,24.2,17.8,26.2,0.0,1011.5,Trujillo,PE,LD,-8.1,-79.0333,2011,2,25.94,-0.16,25.64,-1.11,2011.0,2.0,-0.5
2011-03-01,20.4,18.5,23.2,16.2,25.6,2.0,1011.8,Trujillo,PE,LD,-8.1,-79.0333,2011,3,25.61,-0.88,26.36,-0.93,2011.0,3.0,-0.4
2011-04-01,19.3,17.7,22.0,16.2,22.9,1.0,1012.4,Trujillo,PE,LD,-8.1,-79.0333,2011,4,25.34,-0.19,27.05,-0.77,2011.0,4.0,-0.31
2011-05-01,20.1,18.5,22.7,17.3,23.6,0.0,1012.7,Trujillo,PE,LD,-8.1,-79.0333,2011,5,24.53,0.11,27.41,-0.52,2011.0,5.0,0.08
2011-06-01,19.7,18.3,21.9,16.6,23.8,0.0,1013.3,Trujillo,PE,LD,-8.1,-79.0333,2011,6,23.42,0.3,27.35,-0.38,2011.0,6.0,0.18
2011-07-01,17.8,16.4,20.0,14.6,22.0,0.5,1013.7,Trujillo,PE,LD,-8.1,-79.0333,2011,7,22.06,0.1,26.87,-0.43,2011.0,7.0,0.08
2011-08-01,17.0,15.8,19.2,15.0,21.5,0.0,1014.2,Trujillo,PE,LD,-8.1,-79.0333,2011,8,20.79,-0.21,26.21,-0.65,2011.0,8.0,-0.28
2011-09-01,15.9,14.8,18.2,14.3,19.6,0.0,1014.9,Trujillo,PE,LD,-8.1,-79.0333,2011,9,19.99,-0.74,25.92,-0.8,2011.0,9.0,-0.59
2011-10-01,16.6,14.8,19.4,12.3,22.0,0.0,1014.8,Trujillo,PE,LD,-8.1,-79.0333,2011,10,20.24,-0.78,25.67,-1.05,2011.0,10.0,-0.71
2011-11-01,17.9,16.3,20.8,15.4,21.8,0.0,1013.6,Trujillo,PE,LD,-8.1,-79.0333,2011,11,21.09,-0.57,25.52,-1.19,2011.0,11.0,-0.67
2011-12-01,18.6,16.6,21.3,15.6,24.0,6.0,1012.7,Trujillo,PE,LD,-8.1,-79.0333,2011,12,22.13,-0.68,25.54,-1.06,2011.0,12.0,-0.46
2012-01-01,20.6,18.6,23.5,17.7,25.3,0.5,1012.1,Trujillo,PE,LD,-8.1,-79.0333,2012,1,24.38,-0.18,25.67,-0.87,2012.0,1.0,-0.15
2012-02-01,21.8,19.7,24.5,17.9,26.1,4.0,1011.0,Trujillo,PE,LD,-8.1,-79.0333,2012,2,26.46,0.36,26.08,-0.67,2012.0,2.0,0.11
2012-03-01,21.8,19.8,24.7,18.7,26.7,4.0,1010.1,Trujillo,PE,LD,-8.1,-79.0333,2012,3,26.65,0.16,26.67,-0.61,2012.0,3.0,0.47
2012-04-01,21.9,19.9,24.8,18.8,27.1,0.5,1011.6,Trujillo,PE,LD,-8.1,-79.0333,2012,4,26.44,0.9,27.32,-0.5,2012.0,4.0,0.65
2012-05-01,20.6,18.7,23.4,17.4,24.5,0.0,1012.1,Trujillo,PE,LD,-8.1,-79.0333,2012,5,25.29,0.87,27.61,-0.32,2012.0,5.0,0.94
2012-06-01,21.0,19.4,23.5,17.6,25.1,0.0,1012.9,Trujillo,PE,LD,-8.1,-79.0333,2012,6,24.14,1.02,27.75,0.02,2012.0,6.0,0.77
2012-07-01,19.9,18.2,22.5,16.3,23.9,0.0,1012.7,Trujillo,PE,LD,-8.1,-79.0333,2012,7,22.36,0.4,27.54,0.25,2012.0,7.0,0.5
2012-08-01,18.0,16.5,20.5,14.3,22.0,0.0,1014.3,Trujillo,PE,LD,-8.1,-79.0333,2012,8,21.07,0.07,27.32,0.47,2012.0,8.0,0.18
2012-09-01,18.1,16.7,20.8,15.5,21.9,0.0,1014.2,Trujillo,PE,LD,-8.1,-79.0333,2012,9,20.79,0.06,27.1,0.38,2012.0,9.0,-0.07
2012-10-01,17.7,16.2,20.3,14.6,21.4,2.0,1013.8,Trujillo,PE,LD,-8.1,-79.0333,2012,10,20.65,-0.37,26.98,0.26,2012.0,10.0,-0.23
2012-11-01,18.5,16.8,21.3,16.1,24.1,0.5,1013.5,Trujillo,PE,LD,-8.1,-79.0333,2012,11,21.24,-0.41,26.86,0.16,2012.0,11.0,-0.53
2012-12-01,19.1,17.2,22.0,16.2,24.6,2.0,1012.3,Trujillo,PE,LD,-8.1,-79.0333,2012,12,21.96,-0.85,26.34,-0.25,2012.0,12.0,-0.63
2013-01-01,20.6,18.5,23.4,16.9,24.7,0.0,1011.4,Trujillo,PE,LD,-8.1,-79.0333,2013,1,23.89,-0.68,26.01,-0.53,2013.0,1.0,-0.73
2013-02-01,21.5,19.4,24.2,18.3,26.9,4.0,1010.9,Trujillo,PE,LD,-8.1,-79.0333,2013,2,25.37,-0.73,26.24,-0.52,2013.0,2.0,-0.67
2013-03-01,20.6,19.0,23.2,16.7,26.3,19.0,1011.0,Trujillo,PE,LD,-8.1,-79.0333,2013,3,25.81,-0.67,27.03,-0.25,2013.0,3.0,-0.85
2013-04-01,17.8,16.2,20.3,15.3,21.9,0.0,1012.4,Trujillo,PE,LD,-8.1,-79.0333,2013,4,24.31,-1.23,27.57,-0.25,2013.0,4.0,-1.13
2013-05-01,18.3,16.7,20.7,15.1,23.2,0.5,1014.1,Trujillo,PE,LD,-8.1,-79.0333,2013,5,22.83,-1.58,27.53,-0.4,2013.0,5.0,-1.54
2013-06-01,16.9,15.5,19.2,14.4,21.7,0.5,1013.7,Trujillo,PE,LD,-8.1,-79.0333,2013,6,21.22,-1.91,27.3,-0.42,2013.0,6.0,-1.66
2013-07-01,16.1,14.9,18.3,14.2,19.9,0.0,1014.4,Trujillo,PE,LD,-8.1,-79.0333,2013,7,20.36,-1.6,26.91,-0.39,2013.0,7.0,-1.52
2013-08-01,16.7,15.6,19.0,12.5,20.0,0.0,1015.2,Trujillo,PE,LD,-8.1,-79.0333,2013,8,19.85,-1.16,26.47,-0.38,2013.0,8.0,-1.15
2013-09-01,16.4,15.1,18.8,14.6,19.7,0.5,1014.1,Trujillo,PE,LD,-8.1,-79.0333,2013,9,19.95,-0.77,26.54,-0.18,2013.0,9.0,-0.86
2013-10-01,16.4,15.1,19.0,14.3,23.0,0.0,1014.0,Trujillo,PE,LD,-8.1,-79.0333,2013,10,20.27,-0.75,26.52,-0.2,2013.0,10.0,-0.66
2013-11-01,17.5,15.9,19.9,14.9,21.3,0.0,1013.4,Trujillo,PE,LD,-8.1,-79.0333,2013,11,21.09,-0.56,26.56,-0.14,2013.0,11.0,-0.55
2013-12-01,19.4,17.4,22.2,16.0,25.6,0.5,1012.5,Trujillo,PE,LD,-8.1,-79.0333,2013,12,22.37,-0.44,26.43,-0.17,2013.0,12.0,-0.31
2014-01-01,21.9,20.0,24.8,17.6,29.0,1.0,1011.4,Trujillo,PE,LD,-8.1,-79.0333,2014,1,24.56,-0.01,26.05,-0.49,2014.0,1.0,-0.33
2014-02-01,21.5,19.7,24.2,18.7,25.2,0.5,1010.9,Trujillo,PE,LD,-8.1,-79.0333,2014,2,25.49,-0.61,26.14,-0.62,2014.0,2.0,-0.29
2014-03-01,21.1,19.2,23.8,17.2,26.9,0.5,1011.3,Trujillo,PE,LD,-8.1,-79.0333,2014,3,26.17,-0.31,27.0,-0.28,2014.0,3.0,-0.3
2014-04-01,19.4,17.4,22.3,16.0,24.4,5.0,1011.6,Trujillo,PE,LD,-8.1,-79.0333,2014,4,25.51,-0.03,27.9,0.08,2014.0,4.0,0.25
2014-05-01,21.8,20.3,24.0,18.6,25.0,0.0,1012.8,Trujillo,PE,LD,-8.1,-79.0333,2014,5,25.48,1.06,28.25,0.32,2014.0,5.0,0.87
2014-06-01,21.2,19.7,23.3,17.1,24.9,0.5,1012.4,Trujillo,PE,LD,-8.1,-79.0333,2014,6,24.67,1.54,27.96,0.23,2014.0,6.0,1.21
2014-07-01,18.2,17.0,20.4,15.3,22.2,0.0,1013.5,Trujillo,PE,LD,-8.1,-79.0333,2014,7,22.94,0.98,27.23,-0.06,2014.0,7.0,1.15
2014-08-01,17.6,16.3,20.1,15.4,21.5,0.0,1014.1,Trujillo,PE,LD,-8.1,-79.0333,2014,8,21.9,0.89,26.82,-0.03,2014.0,8.0,0.9
2014-09-01,17.2,15.8,20.2,14.5,23.0,0.5,1013.8,Trujillo,PE,LD,-8.1,-79.0333,2014,9,21.52,0.8,27.01,0.29,2014.0,9.0,0.81
2014-10-01,17.8,16.3,20.4,15.0,22.0,0.0,1013.7,Trujillo,PE,LD,-8.1,-79.0333,2014,10,21.71,0.69,27.16,0.44,2014.0,10.0,0.77
2014-11-01,18.6,16.9,21.4,15.7,22.7,0.0,1013.5,Trujillo,PE,LD,-8.1,-79.0333,2014,11,22.45,0.8,27.46,0.75,2014.0,11.0,0.65
2014-12-01,19.1,17.4,22.0,16.6,26.0,2.0,1012.5,Trujillo,PE,LD,-8.1,-79.0333,2014,12,23.22,0.41,27.31,0.71,2014.0,12.0,0.37
2015-01-01,20.9,19.1,23.7,18.3,25.5,0.5,1011.8,Trujillo,PE,LD,-8.1,-79.0333,2015,1,24.41,-0.16,27.05,0.51,2015.0,1.0,-0.06
2015-02-01,22.6,20.6,25.2,19.6,27.3,6.0,1011.4,Trujillo,PE,LD,-8.1,-79.0333,2015,2,25.57,-0.53,27.17,0.42,2015.0,2.0,-0.18
2015-03-01,22.5,20.4,25.4,18.3,29.2,4.0,1011.1,Trujillo,PE,LD,-8.1,-79.0333,2015,3,26.57,0.09,27.75,0.47,2015.0,3.0,0.2
2015-04-01,20.9,18.7,23.8,17.9,25.3,0.5,1010.8,Trujillo,PE,LD,-8.1,-79.0333,2015,4,26.54,1.0,28.52,0.7,2015.0,4.0,0.88
2015-05-01,22.1,20.6,24.5,19.3,25.9,2.0,1011.9,Trujillo,PE,LD,-8.1,-79.0333,2015,5,25.96,1.55,28.85,0.92,2015.0,5.0,1.6
2015-06-01,21.7,20.2,23.9,17.1,25.7,0.0,1011.8,Trujillo,PE,LD,-8.1,-79.0333,2015,6,25.32,2.19,28.9,1.18,2015.0,6.0,2.1
2015-07-01,18.7,16.9,21.3,15.2,23.1,0.0,1013.2,Trujillo,PE,LD,-8.1,-79.0333,2015,7,24.5,2.54,28.75,1.46,2015.0,7.0,2.13
2015-08-01,17.8,15.6,20.7,11.1,24.4,0.0,1013.0,Trujillo,PE,LD,-8.1,-79.0333,2015,8,22.66,1.65,28.79,1.93,2015.0,8.0,2.15
2015-09-01,19.5,17.8,22.3,14.4,23.7,0.0,1012.8,Trujillo,PE,LD,-8.1,-79.0333,2015,9,23.01,2.28,28.93,2.21,2015.0,9.0,2.02
2015-10-01,19.3,18.0,21.8,17.1,22.8,0.0,1013.5,Trujillo,PE,LD,-8.1,-79.0333,2015,10,23.14,2.12,29.08,2.36,2015.0,10.0,2.23
2015-11-01,20.0,18.6,22.7,17.0,24.3,0.0,1012.1,Trujillo,PE,LD,-8.1,-79.0333,2015,11,23.93,2.28,29.42,2.72,2015.0,11.0,2.21
2015-12-01,21.2,20.0,23.7,18.7,24.9,2.0,1010.7,Trujillo,PE,LD,-8.1,-79.0333,2015,12,25.02,2.21,29.26,2.66,2015.0,12.0,2.06
2016-01-01,22.6,21.0,25.3,20.1,27.2,0.5,1012.0,Trujillo,PE,LD,-8.1,-79.0333,2016,1,26.36,1.79,29.11,2.57,2016.0,1.0,1.75
2016-02-01,23.4,21.8,26.0,21.1,27.7,16.0,1009.9,Trujillo,PE,LD,-8.1,-79.0333,2016,2,27.4,1.3,29.01,2.26,2016.0,2.0,1.45
2016-03-01,22.8,21.1,25.1,20.3,27.1,0.5,1011.4,Trujillo,PE,LD,-8.1,-79.0333,2016,3,27.83,1.35,28.9,1.62,2016.0,3.0,1.05
2016-04-01,20.7,18.9,23.4,16.4,25.5,3.0,1011.8,Trujillo,PE,LD,-8.1,-79.0333,2016,4,25.98,0.45,28.72,0.91,2016.0,4.0,0.77
2016-05-01,20.2,17.0,24.2,15.5,26.4,0.0,1013.3,Trujillo,PE,LD,-8.1,-79.0333,2016,5,24.9,0.49,28.23,0.3,2016.0,5.0,0.51
2016-06-01,19.5,16.1,24.0,15.0,25.5,0.0,1014.5,Trujillo,PE,LD,-8.1,-79.0333,2016,6,23.77,0.64,27.69,-0.03,2016.0,6.0,0.42
2016-07-01,19.1,16.1,23.7,14.0,25.3,0.0,1014.3,Trujillo,PE,LD,-8.1,-79.0333,2016,7,22.21,0.25,26.82,-0.48,2016.0,7.0,0.34
2016-08-01,19.1,15.8,23.7,14.5,26.0,0.0,1014.0,Trujillo,PE,LD,-8.1,-79.0333,2016,8,21.25,0.24,26.28,-0.58,2016.0,8.0,0.35
2016-09-01,19.2,15.5,23.6,13.4,25.2,0.0,1014.6,Trujillo,PE,LD,-8.1,-79.0333,2016,9,21.29,0.57,26.14,-0.58,2016.0,9.0,0.36
2016-10-01,19.6,15.6,24.6,14.0,26.0,0.5,1013.6,Trujillo,PE,LD,-8.1,-79.0333,2016,10,21.36,0.34,25.98,-0.74,2016.0,10.0,0.31
2016-11-01,18.8,16.6,21.9,14.8,25.0,0.0,1013.3,Trujillo,PE,LD,-8.1,-79.0333,2016,11,21.78,0.12,25.94,-0.76,2016.0,11.0,0.25
2016-12-01,19.7,17.3,22.6,15.8,24.2,0.0,1012.7,Trujillo,PE,LD,-8.1,-79.0333,2016,12,23.24,0.43,26.1,-0.5,2016.0,12.0,0.47
2017-01-01,22.9,20.5,25.9,17.8,29.5,0.5,1011.7,Trujillo,PE,LD,-8.1,-79.0333,2017,1,25.5,0.93,26.12,-0.43,2017.0,1.0,0.89
2017-02-01,25.8,24.0,28.9,22.9,29.8,3.0,1011.1,Trujillo,PE,LD,-8.1,-79.0333,2017,2,27.46,1.36,26.67,-0.08,2017.0,2.0,1.29
2017-03-01,26.2,24.2,29.2,21.6,31.6,47.0,1010.8,Trujillo,PE,LD,-8.1,-79.0333,2017,3,28.1,1.61,27.32,0.03,2017.0,3.0,1.31
2017-04-01,22.1,20.4,24.8,19.2,26.2,0.5,1011.4,Trujillo,PE,LD,-8.1,-79.0333,2017,4,26.59,1.05,28.03,0.22,2017.0,4.0,0.92
2017-05-01,20.7,19.1,23.3,18.3,25.6,0.0,1013.2,Trujillo,PE,LD,-8.1,-79.0333,2017,5,24.63,0.21,28.3,0.37,2017.0,5.0,0.31
2017-06-01,18.9,17.1,21.3,15.6,23.6,0.0,1014.1,Trujillo,PE,LD,-8.1,-79.0333,2017,6,22.89,-0.24,28.06,0.34,2017.0,6.0,-0.13
2017-07-01,18.3,16.6,20.9,15.0,21.8,0.0,1014.4,Trujillo,PE,LD,-8.1,-79.0333,2017,7,21.64,-0.32,27.54,0.25,2017.0,7.0,-0.32
2017-08-01,17.7,16.4,19.9,15.6,22.2,0.0,1014.8,Trujillo,PE,LD,-8.1,-79.0333,2017,8,20.67,-0.34,26.7,-0.16,2017.0,8.0,-0.52
2017-09-01,16.9,15.8,19.3,15.3,21.1,0.0,1014.7,Trujillo,PE,LD,-8.1,-79.0333,2017,9,19.92,-0.81,26.29,-0.43,2017.0,9.0,-0.69
2017-10-01,16.5,15.4,18.9,14.8,20.1,0.0,1013.5,Trujillo,PE,LD,-8.1,-79.0333,2017,10,20.21,-0.81,26.15,-0.56,2017.0,10.0,-0.97
2017-11-01,17.8,16.2,20.5,14.6,21.9,0.0,1013.6,Trujillo,PE,LD,-8.1,-79.0333,2017,11,20.46,-1.2,25.74,-0.97,2017.0,11.0,-1.21
2017-12-01,19.2,17.1,22.1,15.6,25.0,0.5,1012.8,Trujillo,PE,LD,-8.1,-79.0333,2017,12,21.39,-1.42,25.62,-0.98,2017.0,12.0,-1.3
2018-01-01,20.5,18.4,23.4,16.7,25.0,16.0,1011.7,Trujillo,PE,LD,-8.1,-79.0333,2018,1,23.44,-1.12,25.57,-0.98,2018.0,1.0,-1.25
2018-02-01,21.0,18.7,24.0,16.4,26.2,12.0,1012.1,Trujillo,PE,LD,-8.1,-79.0333,2018,2,25.13,-0.97,25.97,-0.78,2018.0,2.0,-1.21
2018-03-01,20.0,18.1,22.9,17.0,24.1,0.5,1011.0,Trujillo,PE,LD,-8.1,-79.0333,2018,3,25.13,-1.35,26.48,-0.8,2018.0,3.0,-1.16
2018-04-01,19.9,18.1,22.6,15.9,24.6,5.0,1012.6,Trujillo,PE,LD,-8.1,-79.0333,2018,4,24.51,-1.03,27.31,-0.51,2018.0,4.0,-1.07
2018-05-01,18.3,16.8,20.9,15.7,24.3,0.5,1013.7,Trujillo,PE,LD,-8.1,-79.0333,2018,5,23.67,-0.75,27.73,-0.2,2018.0,5.0,-0.84
2018-06-01,18.0,16.9,20.0,15.8,21.4,0.0,1014.5,Trujillo,PE,LD,-8.1,-79.0333,2018,6,22.4,-0.72,27.77,0.04,2018.0,6.0,-0.61
2018-07-01,17.7,16.7,19.7,15.2,21.5,0.0,1014.2,Trujillo,PE,LD,-8.1,-79.0333,2018,7,21.56,-0.4,27.42,0.12,2018.0,7.0,-0.46
2018-08-01,17.2,16.2,19.3,15.4,20.8,0.0,1014.4,Trujillo,PE,LD,-8.1,-79.0333,2018,8,20.74,-0.27,26.94,0.09,2018.0,8.0,-0.24
2018-09-01,17.2,16.1,19.7,15.1,21.0,0.0,1013.4,Trujillo,PE,LD,-8.1,-79.0333,2018,9,20.65,-0.08,27.19,0.47,2018.0,9.0,-0.09
2018-10-01,18.2,16.4,21.0,15.1,22.1,0.5,1014.4,Trujillo,PE,LD,-8.1,-79.0333,2018,10,21.18,0.16,27.62,0.9,2018.0,10.0,0.27
2018-11-01,19.4,17.9,22.0,16.7,23.3,0.0,1013.4,Trujillo,PE,LD,-8.1,-79.0333,2018,11,22.46,0.81,27.61,0.9,2018.0,11.0,0.63
2018-12-01,21.2,19.5,23.7,14.3,25.2,2.0,1013.1,Trujillo,PE,LD,-8.1,-79.0333,2018,12,23.86,1.05,27.49,0.89,2018.0,12.0,0.87
2019-01-01,22.8,21.0,25.6,19.3,28.8,0.5,1012.1,Trujillo,PE,LD,-8.1,-79.0333,2019,1,25.4,0.83,27.19,0.65,2019.0,1.0,0.78
2019-02-01,24.4,22.3,27.3,21.5,29.1,0.5,1011.2,Trujillo,PE,LD,-8.1,-79.0333,2019,2,26.62,0.52,27.46,0.71,2019.0,2.0,0.49
2019-03-01,22.2,20.6,25.0,18.6,27.9,9.0,1011.5,Trujillo,PE,LD,-8.1,-79.0333,2019,3,26.61,0.12,28.09,0.81,2019.0,3.0,0.31
2019-04-01,20.7,19.1,23.1,18.3,24.5,0.0,1012.5,Trujillo,PE,LD,-8.1,-79.0333,2019,4,25.83,0.3,28.44,0.62,2019.0,4.0,0.21
2019-05-01,20.1,18.6,22.9,17.2,25.6,0.0,1013.0,Trujillo,PE,LD,-8.1,-79.0333,2019,5,24.61,0.2,28.48,0.55,2019.0,5.0,0.05
2019-06-01,18.4,17.1,20.9,16.2,22.8,0.5,1013.8,Trujillo,PE,LD,-8.1,-79.0333,2019,6,22.78,-0.34,28.18,0.45,2019.0,6.0,-0.28
2019-07-01,17.0,15.8,19.3,12.2,21.0,0.0,1014.1,Trujillo,PE,LD,-8.1,-79.0333,2019,7,21.27,-0.69,27.64,0.35,2019.0,7.0,-0.6
2019-08-01,16.5,15.3,18.8,12.4,20.6,0.0,1014.8,Trujillo,PE,LD,-8.1,-79.0333,2019,8,20.24,-0.76,26.9,0.04,2019.0,8.0,-0.72
2019-09-01,16.6,15.5,19.1,14.8,20.6,10.0,1014.9,Trujillo,PE,LD,-8.1,-79.0333,2019,9,20.01,-0.71,26.75,0.03,2019.0,9.0,-0.74
2019-10-01,17.0,15.9,19.4,15.0,20.4,0.0,1014.2,Trujillo,PE,LD,-8.1,-79.0333,2019,10,20.27,-0.74,27.2,0.48,2019.0,10.0,-0.53
2019-11-01,18.6,17.1,21.3,15.7,29.3,0.0,1013.0,Trujillo,PE,LD,-8.1,-79.0333,2019,11,21.55,-0.11,27.22,0.52,2019.0,11.0,-0.3
2019-12-01,20.4,19.0,22.7,18.0,23.7,5.0,1012.3,Trujillo,PE,LD,-8.1,-79.0333,2019,12,22.77,-0.04,27.12,0.52,2019.0,12.0,-0.18
2020-01-01,21.5,19.9,24.5,18.8,27.6,0.0,1012.1,Trujillo,PE,LD,-8.1,-79.0333,2020,1,24.2,-0.37,27.15,0.6,2020.0,1.0,-0.14
2020-02-01,22.3,20.4,24.9,19.5,26.3,0.0,1011.5,Trujillo,PE,LD,-8.1,-79.0333,2020,2,26.12,0.02,27.12,0.37,2020.0,2.0,-0.14
2020-03-01,22.7,20.6,25.2,16.7,27.2,0.0,1011.6,Trujillo,PE,LD,-8.1,-79.0333,2020,3,26.43,-0.06,27.76,0.48,2020.0,3.0,0.07
2020-04-01,19.68,18.8,,17.7,,2.0,1013.44,Trujillo,PE,LD,-8.1,-79.0333,2020,4,25.81,0.28,28.18,0.36,2020.0,4.0,0.02
2020-05-01,,,,,,,,,,,,,2020,5,24.28,-0.14,27.66,-0.27,2020.0,5.0,-0.2
2020-06-01,,,,,,,,,,,,,2020,6,22.43,-0.7,27.39,-0.34,2020.0,6.0,-0.72
2020-07-01,,,,,,,,,,,,,2020,7,20.68,-1.28,26.99,-0.3,2020.0,7.0,-1.02
2020-08-01,,,,,,,,,,,,,2020,8,19.96,-1.05,26.26,-0.59,2020.0,8.0,-1.19
2020-09-01,,,,,,,,,,,,,2020,9,19.5,-1.22,25.89,-0.83,2020.0,9.0,-1.02
2020-10-01,,,,,,,,,,,,,2020,10,20.42,-0.6,25.46,-1.26,2020.0,10.0,-0.91
2020-11-01,19.68,15.6,,14.5,,0.0,1013.44,Trujillo,PE,LD,-8.1,-79.0333,2020,11,21.07,-0.58,25.28,-1.42,2020.0,11.0,-0.76
2020-12-01,19.68,,,15.7,23.6,0.0,1013.44,Trujillo,PE,LD,-8.1,-79.0333,2020,12,22.21,-0.6,25.44,-1.15,2020.0,12.0,-0.79
