time,real,sarimax,xgb,hybrid
2024-12-01,0.0,0.5128267072656189,0.46498948,0.01763324998319149
2025-01-01,10.000000000000002,1.2707336621877299,4.014909,8.040286540985107
2025-02-01,2.0000000000000004,1.1289584834378537,1.1709446,1.920829020440579
2025-03-01,12.999999999999996,0.5771981436774052,12.261789,12.26178914308548
2025-04-01,1.0,0.3883376486712924,1.1403915,1.0130568966269493
2025-05-01,0.5,0.2354761896249442,2.2869365,0.833280086517334
2025-06-01,0.5,0.13425725669969418,0.9626802,0.5363252833485603
2025-07-01,0.5,0.08592668730049512,0.585677,0.5040923003107309
2025-08-01,0.0,0.1643199329487864,0.35701126,0.01039465144276619
2025-09-01,0.0,0.14101843531885738,0.20592394,0.003458277555182576
2025-10-01,0.5,0.21732721041290526,0.2671505,0.4949268572963774
2025-11-01,0.5,0.644315192439509,0.6457704,0.5076770484447479
2025-12-01,0.0,0.48171780729672653,0.6781345,0.03750401735305786
2026-01-01,10.000000000000002,1.256874687513965,4.142219,8.02115285396576
2026-02-01,3.0,1.1370796908838732,1.4585282,2.8166433572769165
2026-03-01,16.600000000000005,0.5737586925519683,10.074157,11.238435971736909
