time,real,sarimax,xgb,hybrid
2016-06-01,1.9999999999999996,0.2771941580786754,8.950944,2.2174188196659084
2016-07-01,0.5,0.24188719153952198,4.4224296,0.5606178492307663
2016-08-01,1.9999999999999996,0.3288155349777492,4.4070654,2.0370699390769
2016-09-01,1.9999999999999996,0.4076115137522473,0.48117977,1.9974460811936292
2016-10-01,0.5,0.878060468132499,-0.99202424,0.5
2016-11-01,0.0,0.8023329552580494,0.5514411,0.001062631607055664
2016-12-01,6.0,1.7217730616874805,4.719878,5.978886038064957
2017-12-01,1.0,2.9753019445279016,11.12271,1.393452137708664
2018-01-01,70.0,3.828838015447322,73.711716,70.9560809135437
2018-02-01,68.00000000000001,3.482380051638015,84.82144,72.98600959777832
2018-03-01,13.000000000000004,3.1370720407656143,105.54022,47.12974679470062
2018-04-01,0.0,1.381373560295744,37.280514,4.856778144836426
2018-05-01,54.000000000000014,0.2389969971508965,22.13544,51.53520798683168
2018-06-01,0.0,0.06817788838259758,-7.40757,0.0
2018-07-01,0.0,0.2633858224764301,4.6523137,0.07563494145870209
2018-08-01,3.9999999999999996,0.29039965711758664,4.351976,4.005352891981602
2018-09-01,1.9999999999999996,0.8240847015134631,1.9878645,1.9999157395213838
2018-10-01,3.9999999999999996,0.7819770120484183,33.608215,7.47730016708374
2018-11-01,1.9999999999999996,1.8120983802191541,12.408541,2.4513308405876155
2018-12-01,78.0,3.6208430029787064,59.13138,74.10109484195709
2019-01-01,84.99999999999997,4.562422427269076,68.059105,80.97090822458264
2019-02-01,190.0,4.161416308216282,80.77416,159.16937494277954
2019-03-01,58.999999999999986,3.712608713452585,110.14937,78.6882352232933
2019-04-01,58.999999999999986,1.8706749115872228,77.90629,64.14711010456085
2019-05-01,6.0,0.6582321215864985,9.862946,6.133140325546265
2019-06-01,1.9999999999999996,0.35712991110099657,9.999958,2.279556959867477
2019-07-01,1.9999999999999996,0.37407038954778293,1.7978307,1.9987298743799324
2019-08-01,1.9999999999999996,0.24852098857806101,2.610753,2.0055720601230855
2019-09-01,0.0,0.6674344872462283,2.1230793,0.015751319006085396
2019-10-01,6.0,0.5728676940237796,5.511408,5.990590028464794
2019-11-01,1.0,1.5573222114890475,2.4085243,1.011854937300086
2019-12-01,55.00000000000002,3.325953666579476,58.974857,55.81916928291322
2020-01-01,42.0,4.2379208198956935,59.964134,45.764283657073975
2020-02-01,190.0,3.870001246976822,286.16434,286.1643371582031
2020-03-01,58.28000000000002,3.510763190738761,112.57998,79.6421685600281
2020-04-01,58.28000000000002,1.7906839990195447,140.10013,98.33743911504746
2020-05-01,58.28000000000002,0.5803485269477574,45.991512,56.30502965450289
2020-06-01,58.28000000000002,0.2614185715840606,37.38941,55.55049448251726
2020-07-01,58.28000000000002,0.22305770017440027,33.088703,55.3671739459038
2020-08-01,58.28000000000002,0.1041310067816214,44.243057,56.10978714466097
2020-09-01,58.28000000000002,0.502165721980068,44.099136,56.09466894149782
2020-10-01,58.28000000000002,0.44534059692346123,54.319077,57.52814558506014
2020-11-01,58.28000000000002,1.3942144460033163,58.128273,58.24918029069902
2020-12-01,58.28000000000002,3.144565115430244,56.132496,57.85875617265703
2021-01-01,58.28000000000002,4.011930264585851,59.322422,58.49609413623811
2021-02-01,45.500000000000014,3.6217012586860675,81.73803,55.85078269243241
2021-03-01,279.70000000000005,3.267676497689996,166.98402,213.92741992473606
2021-04-01,106.29999999999998,1.4783224321726225,43.39297,96.76099557280538
2021-05-01,35.20000000000001,0.3137328445147838,52.977573,38.49116077423096
2021-06-01,19.6,0.10865383440943155,37.81256,22.006531834602356
2021-07-01,1.0,0.30110500119764344,2.727711,1.016468495130539
2021-08-01,6.999999999999998,0.32758261562987334,23.861032,8.405911326408384
2021-09-01,0.0,0.7493295713997119,2.2727952,0.018051158636808395
2021-10-01,9.000000000000002,0.5762691407959528,27.972569,10.854568898677828
2021-11-01,5.0,1.4086658092065716,28.75302,7.386639297008514
2021-12-01,3.0,3.0017605920573134,57.50534,13.95296585559845
2022-01-01,45.99999999999999,3.85299648238458,68.67102,51.440378904342644
2022-02-01,56.00000000000001,3.4331140473645627,76.1716,61.36930179595948
2022-03-01,270.6,3.1680545030652856,206.7981,224.4932372689247
2022-04-01,36.99999999999999,1.3519041749238192,41.47444,37.64849042892455
2022-05-01,23.999999999999996,0.16573855243447455,31.315619,24.80056500434875
2022-06-01,3.9999999999999996,-0.15226013774832947,3.8490663,3.9979697875678535
2022-07-01,0.5,-0.008206771277663782,10.1253395,0.8405729532241821
2022-08-01,0.0,0.0735465778844534,-0.0624105,0.0
2022-09-01,1.0,0.5766601599803491,4.117611,1.0448592118918896
2022-10-01,8.000000000000002,0.42089768889671864,8.741259,8.022642552852632
2022-11-01,6.0,1.286263194757041,31.71426,8.849791407585144
2022-12-01,1.0,3.046822500171667,30.11244,4.063437879085541
2023-01-01,11.0,4.046315081183366,45.953163,16.612887978553772
2023-02-01,107.00000000000003,3.8411006539228465,39.826324,97.65124404430392
2023-03-01,543.9999999999999,3.684904218919675,85.635994,406.8324642181396
2023-04-01,298.99999999999994,2.235704504943164,117.74242,224.42149448394773
2023-05-01,12.0,1.2421419150630215,39.210514,15.728410720825195
2023-06-01,16.0,1.1065579560581926,69.774216,29.111536026000977
2023-07-01,5.0,1.2688718808403863,6.5846343,5.036462485790253
2023-08-01,20.0,1.36507115667356,45.847973,24.141246557235718
2023-09-01,0.0,1.820965932650478,30.201967,3.187535047531128
2023-10-01,11.0,1.6568994932989802,60.418045,21.433660984039307
2023-11-01,3.9999999999999996,2.459395745018852,25.111252,5.852536916732788
2023-12-01,26.999999999999996,4.074071650405178,145.20876,86.98282581567764
2024-01-01,62.99999999999998,4.837078279936784,141.73967,102.000435590744
2024-02-01,326.0,4.353636563394034,208.98776,240.5451649427414
2024-03-01,46.999999999999986,3.8407033514089224,214.71065,172.83420205116272
2024-04-01,1.0,1.895993121847652,50.039627,9.575228333473206
2024-05-01,22.0,0.4688419965913752,18.91294,21.79597246646881
2024-06-01,1.9999999999999996,0.09464071987719369,2.1530163,2.0011512320488687
2024-07-01,1.9999999999999996,0.15401710373909,7.5346375,2.1457256674766536
2024-08-01,0.5,0.20777480079943644,2.7581658,0.5217651147395372
2024-09-01,14.999999999999998,0.6821873826403226,24.011387,15.756125032901762
2024-10-01,0.5,0.6291409556180864,6.578048,0.639715850353241
2024-11-01,0.0,1.5976961425023193,5.3636346,0.10053166002035141
2024-12-01,10.000000000000002,3.3611176984569204,3.1901395,9.924084283411505
2025-01-01,69.00000000000003,4.227782538775794,43.228317,65.10689866542819
2025-02-01,550.9999999999998,3.89423481457106,121.11707,369.0550446510314
2025-03-01,231.99999999999991,3.6815785458882915,98.84781,186.0061416625976
2025-04-01,140.00000000000003,1.9792900512663232,171.15141,158.63128018379211
