time,real,sarimax,xgb,hybrid
2020-03-01,0.5,1.8134638245766004,2.9671845,0.5214123576879501
2020-04-01,1.9999999999999996,0.8131001623575711,3.3374646,2.0130561776459213
2020-05-01,0.0,0.49011750078072697,1.2331845,0.004448097199201584
2020-06-01,27.72,0.22401215805335895,6.122987,27.333210363686085
2020-07-01,0.0,-0.05277542425498849,3.6323445,0.03859155252575874
2020-08-01,27.72,0.18046296727058586,13.6043625,27.158309669494628
2020-09-01,27.72,0.08732114132667002,14.591382,27.159683961868286
2020-10-01,0.0,0.24964599530293036,14.591382,0.6227461695671082
2020-11-01,27.72,0.6673321935504691,22.253578,27.364188323020933
2020-12-01,0.0,1.060494634670362,5.0227313,0.07379010319709778
2021-01-01,0.0,2.005263194214279,6.4593163,0.12203693389892578
2021-02-01,27.72,1.9774886216591936,7.5234585,27.2755601477623
2021-03-01,0.0,1.5729391908638717,6.0868735,0.10836941748857498
2021-04-01,0.0,0.50632287658462,6.754983,0.13346479833126068
2021-05-01,0.0,0.23123548459544363,1.1133679,0.003625730983912945
2021-06-01,0.0,0.07636286420226421,1.1133679,0.003625730983912945
2021-07-01,0.0,0.02241577316948093,1.1133679,0.003625730983912945
2021-08-01,0.0,0.3970278508596122,1.1133679,0.003625730983912945
2021-09-01,0.0,0.3277338402490646,1.903041,0.010592890903353691
2021-10-01,1.9999999999999996,0.3776941417906441,2.022858,2.000135205686092
2021-11-01,0.0,0.6832680487713316,2.022858,0.011968754231929779
2021-12-01,3.0,0.9226108329445446,2.4410822,2.9960093032568693
2022-01-01,0.0,1.8516431761170402,2.022858,0.011968754231929779
2022-02-01,1.9999999999999996,1.7953639921574756,3.505225,2.0154324844479556
2022-03-01,3.0,1.475806332468224,3.505225,3.005179889500141
2022-04-01,0.5,0.3823568407417816,4.4709616,0.5519295893609524
2022-05-01,0.0,0.08532778776683936,1.6514086,0.0079767731949687
2022-06-01,1.0,-0.1781321579022862,1.2331845,1.0008411221206188
2022-07-01,0.0,-0.27824377183423676,1.1133679,0.003625730983912945
2022-08-01,0.0,0.14931295879498296,1.1133679,0.003625730983912945
2022-09-01,0.0,0.15846530964465877,1.903041,0.010592890903353691
2022-10-01,0.0,0.22707702657620032,1.903041,0.010592890903353691
2022-11-01,0.0,0.5649327721179616,1.903041,0.010592890903353691
2022-12-01,1.0,0.9670863811138338,1.903041,1.0050265919417143
2023-01-01,0.0,2.0396859075210596,1.903041,0.010592890903353691
2023-02-01,9.000000000000002,2.1920771877979215,5.239436,8.942369148135187
2023-03-01,200.0,1.9796525990488898,34.69172,183.225923538208
2023-04-01,303.00000000000006,1.243027387769749,341.88638,341.8863830566406
2023-05-01,12.0,1.133753723486246,137.43594,62.4243745803833
2023-06-01,5.0,1.046969746205052,25.123795,6.478813111782074
2023-07-01,0.5,0.9650225661019379,5.098387,0.5685735121369362
2023-08-01,0.0,1.4090372150573236,1.6514086,0.0079767731949687
2023-09-01,0.0,1.373896115813453,1.903041,0.010592890903353691
2023-10-01,1.0,1.4346309541731526,1.903041,1.0050265919417143
2023-11-01,1.0,1.7124745740232958,2.022858,1.006051979959011
2023-12-01,10.000000000000002,1.9732369560754295,12.24909,10.080580532550814
2024-01-01,1.9999999999999996,2.815476618427534,15.17538,2.5848182439804073
2024-02-01,33.99999999999999,2.696287650530071,43.134285,35.15243160724639
2024-03-01,0.0,2.135507886103544,36.80009,3.961101770401001
2024-04-01,3.0,0.9167082672896265,20.730734,4.075126469135284
2024-05-01,0.5,0.38419311340387163,1.3302833,0.5032306495122612
2024-06-01,0.0,0.06462105460959683,1.6514086,0.0079767731949687
2024-07-01,0.5,-0.11823621104614657,1.1133679,0.5019974512979388
2024-08-01,0.5,0.2827045217572357,1.1133679,0.5019974512979388
2024-09-01,0.5,0.2639094058550141,2.022858,0.5090103670954704
2024-10-01,0.0,0.43159521707919146,1.903041,0.010592890903353691
2024-11-01,0.0,0.8690646607931349,1.903041,0.010592890903353691
2024-12-01,0.5,1.2723676406393252,1.903041,0.507809741422534
2025-01-01,5.0,2.2152826681498983,2.4410822,4.981729222461581
2025-02-01,10.000000000000002,2.243637749492539,13.039307,10.115917176008226
2025-03-01,5.0,1.9769194981055451,15.294119,5.460502505302429
2025-04-01,0.5,0.9936586025208587,7.261139,0.6435961574316025
2025-05-01,0.0,0.6252506608382111,1.6514086,0.0079767731949687
2025-06-01,0.5,0.34474057064495417,1.1133679,0.5019974512979388
2025-07-01,0.0,0.19932646195158937,1.1133679,0.003625730983912945
2025-08-01,0.5,0.5419265030204118,1.1133679,0.5019974512979388
2025-09-01,0.0,0.4493067401797196,1.903041,0.010592890903353691
2025-10-01,0.5,0.5089799115531326,1.903041,0.507809741422534
2025-11-01,10.000000000000002,0.8330406766208474,3.3146312,9.93518463522196
2025-12-01,0.5,1.1510645426484483,5.3173923,0.5749253705143929
2026-01-01,6.0,2.100185014773805,12.678645,6.24767330288887
2026-02-01,39.0,2.23004240786704,15.294119,37.93953025341034
2026-03-01,6.0,1.9674238078950639,21.031448,6.924672961235046
