time,temp,tmin,tmax,txmn,txmx,prcp,pres,tsun,name,country,region,latitude,longitude,elevation
1983-12-01,25.2,,,,,29.0,1012.8,,Tumbes,PE,TU,-3.55,-80.4,25
1984-01-01,25.9,,,,,0.0,1010.3,,Tumbes,PE,TU,-3.55,-80.4,25
1984-04-01,26.1,,,,,0.0,1009.8,,Tumbes,PE,TU,-3.55,-80.4,25
1984-05-01,25.4,,,,,0.0,1010.2,,Tumbes,PE,TU,-3.55,-80.4,25
1984-06-01,24.3,,,,,0.0,1011.2,,Tumbes,PE,TU,-3.55,-80.4,25
1984-07-01,25.7,,,,,0.0,1012.5,,Tumbes,PE,TU,-3.55,-80.4,25
1984-09-01,25.7,,,,,0.0,1013.0,,Tumbes,PE,TU,-3.55,-80.4,25
1984-10-01,25.6,,,,,0.0,1013.0,,Tumbes,PE,TU,-3.55,-80.4,25
1984-11-01,25.6,,,,,0.0,1013.0,,Tumbes,PE,TU,-3.55,-80.4,25
1984-12-01,25.7,,,,,0.0,1009.8,,Tumbes,PE,TU,-3.55,-80.4,25
1985-01-01,25.7,,,,,0.0,1009.8,,Tumbes,PE,TU,-3.55,-80.4,25
1985-02-01,26.7,,,,,0.0,1009.2,,Tumbes,PE,TU,-3.55,-80.4,25
1985-03-01,25.7,,,,,0.0,1009.7,,Tumbes,PE,TU,-3.55,-80.4,25
1985-04-01,25.9,,,,,0.0,1011.5,,Tumbes,PE,TU,-3.55,-80.4,25
1985-05-01,25.7,,,,,0.0,1009.7,,Tumbes,PE,TU,-3.55,-80.4,25
1985-06-01,23.7,,,,,0.0,1012.5,,Tumbes,PE,TU,-3.55,-80.4,25
1985-07-01,22.9,,,,,0.0,1013.5,,Tumbes,PE,TU,-3.55,-80.4,25
1985-08-01,22.7,,,,,0.0,1013.5,,Tumbes,PE,TU,-3.55,-80.4,25
1985-09-01,,,,,,0.0,1012.0,,Tumbes,PE,TU,-3.55,-80.4,25
1985-10-01,24.6,,,,,0.0,1012.5,,Tumbes,PE,TU,-3.55,-80.4,25
1985-11-01,23.3,,,,,0.0,1011.7,,Tumbes,PE,TU,-3.55,-80.4,25
1985-12-01,25.8,,,,,0.0,1013.0,,Tumbes,PE,TU,-3.55,-80.4,25
1986-01-01,25.9,,,,,5.0,1011.5,,Tumbes,PE,TU,-3.55,-80.4,25
1986-02-01,26.6,,,,,0.5,1010.7,,Tumbes,PE,TU,-3.55,-80.4,25
1986-03-01,26.9,,,,,0.0,1010.9,,Tumbes,PE,TU,-3.55,-80.4,25
1986-04-01,25.8,,,,,0.0,1009.8,,Tumbes,PE,TU,-3.55,-80.4,25
1986-06-01,23.7,,,,,1.0,1012.5,,Tumbes,PE,TU,-3.55,-80.4,25
1986-07-01,22.8,,,,,0.0,1013.5,,Tumbes,PE,TU,-3.55,-80.4,25
1986-08-01,22.1,,,,,0.0,1011.5,,Tumbes,PE,TU,-3.55,-80.4,25
1986-09-01,22.8,,,,,0.0,1011.5,,Tumbes,PE,TU,-3.55,-80.4,25
1986-11-01,24.8,,,,,0.0,1011.0,,Tumbes,PE,TU,-3.55,-80.4,25
1986-12-01,25.7,,,,,0.0,1009.7,,Tumbes,PE,TU,-3.55,-80.4,25
1987-01-01,25.8,,,,,43.0,1009.7,,Tumbes,PE,TU,-3.55,-80.4,25
1987-02-01,27.7,,,,,174.0,1009.8,,Tumbes,PE,TU,-3.55,-80.4,25
1987-03-01,25.8,,,,,0.0,1009.7,,Tumbes,PE,TU,-3.55,-80.4,25
1987-04-01,27.4,,33.5,,,49.0,1009.6,,Tumbes,PE,TU,-3.55,-80.4,25
1987-05-01,26.6,,,,,0.0,1009.7,,Tumbes,PE,TU,-3.55,-80.4,25
1987-06-01,27.1,,31.0,,,0.0,1009.9,,Tumbes,PE,TU,-3.55,-80.4,25
1987-07-01,24.5,,,,,0.0,1009.9,,Tumbes,PE,TU,-3.55,-80.4,25
1987-08-01,23.5,,,,,0.0,1012.0,,Tumbes,PE,TU,-3.55,-80.4,25
1987-09-01,23.5,,,,,0.0,1012.1,,Tumbes,PE,TU,-3.55,-80.4,25
1987-10-01,24.3,,,,,0.0,1012.3,,Tumbes,PE,TU,-3.55,-80.4,25
1987-11-01,24.8,,,,,0.0,1011.0,,Tumbes,PE,TU,-3.55,-80.4,25
1987-12-01,25.9,,31.1,,,0.0,1010.1,,Tumbes,PE,TU,-3.55,-80.4,25
1988-01-01,26.4,,,,,8.0,1010.2,,Tumbes,PE,TU,-3.55,-80.4,25
1988-02-01,27.1,,,,,33.0,1009.5,,Tumbes,PE,TU,-3.55,-80.4,25
1988-03-01,26.9,,,,,0.5,1010.5,,Tumbes,PE,TU,-3.55,-80.4,25
1988-04-01,26.7,,,,,30.0,1010.2,,Tumbes,PE,TU,-3.55,-80.4,25
1988-05-01,26.5,,,,,1.0,1010.8,,Tumbes,PE,TU,-3.55,-80.4,25
1988-06-01,24.3,,,,,0.0,1012.6,,Tumbes,PE,TU,-3.55,-80.4,25
1988-07-01,23.1,,,,,0.0,1012.8,,Tumbes,PE,TU,-3.55,-80.4,25
1988-08-01,22.2,,,,,0.0,1012.9,,Tumbes,PE,TU,-3.55,-80.4,25
1988-09-01,,,,,,0.0,,,Tumbes,PE,TU,-3.55,-80.4,25
1988-10-01,23.2,,,,,0.0,1012.0,,Tumbes,PE,TU,-3.55,-80.4,25
1988-11-01,23.7,,,,,1.0,1012.0,,Tumbes,PE,TU,-3.55,-80.4,25
1989-01-01,26.1,,,,,86.0,1010.0,,Tumbes,PE,TU,-3.55,-80.4,25
1989-04-01,26.4,,,,,23.0,1012.0,,Tumbes,PE,TU,-3.55,-80.4,25
1989-05-01,25.0,,30.9,,,0.0,1011.2,,Tumbes,PE,TU,-3.55,-80.4,25
1989-06-01,23.4,,,,,1.0,1012.3,,Tumbes,PE,TU,-3.55,-80.4,25
1989-07-01,22.7,,,,,0.0,1012.8,,Tumbes,PE,TU,-3.55,-80.4,25
1989-08-01,21.5,,,,,3.0,1012.9,,Tumbes,PE,TU,-3.55,-80.4,25
1989-09-01,22.1,,,,,0.0,1012.0,,Tumbes,PE,TU,-3.55,-80.4,25
1989-10-01,23.1,,,,,0.0,1012.4,,Tumbes,PE,TU,-3.55,-80.4,25
1989-11-01,24.0,,,,,5.0,1011.2,,Tumbes,PE,TU,-3.55,-80.4,25
1989-12-01,24.9,,,,,0.0,1012.4,,Tumbes,PE,TU,-3.55,-80.4,25
1990-01-01,,,,,,,1009.3,,Tumbes,PE,TU,-3.55,-80.4,25
1990-02-01,26.7,,,,,59.0,1011.5,,Tumbes,PE,TU,-3.55,-80.4,25
1990-03-01,27.3,,,,,7.0,1010.4,,Tumbes,PE,TU,-3.55,-80.4,25
1990-04-01,27.0,,,,,1.0,1010.2,,Tumbes,PE,TU,-3.55,-80.4,25
1990-05-01,26.2,,,,,1.0,1010.4,,Tumbes,PE,TU,-3.55,-80.4,25
1990-06-01,24.8,,,,,3.0,1011.0,,Tumbes,PE,TU,-3.55,-80.4,25
1990-07-01,23.0,,,,,0.0,1012.4,,Tumbes,PE,TU,-3.55,-80.4,25
1990-08-01,21.8,,,,,0.5,1012.9,,Tumbes,PE,TU,-3.55,-80.4,25
1991-03-01,27.7,,,,,79.0,1010.0,,Tumbes,PE,TU,-3.55,-80.4,25
1991-05-01,26.8,,,,,29.0,1010.8,,Tumbes,PE,TU,-3.55,-80.4,25
1991-06-01,24.9,,,,,0.5,1011.4,,Tumbes,PE,TU,-3.55,-80.4,25
1991-07-01,23.5,,,,,0.0,1012.2,,Tumbes,PE,TU,-3.55,-80.4,25
1991-08-01,23.1,,,,,0.5,1012.5,,Tumbes,PE,TU,-3.55,-80.4,25
1991-09-01,22.4,,,,,0.0,1012.3,,Tumbes,PE,TU,-3.55,-80.4,25
1991-10-01,23.6,,,,,0.0,1011.2,,Tumbes,PE,TU,-3.55,-80.4,25
1991-11-01,,,,,,0.0,,,Tumbes,PE,TU,-3.55,-80.4,25
1991-12-01,26.0,,,,,0.0,1010.1,,Tumbes,PE,TU,-3.55,-80.4,25
1992-01-01,26.7,,,,,47.0,1010.0,,Tumbes,PE,TU,-3.55,-80.4,25
1992-02-01,27.2,,,,,92.0,1010.1,,Tumbes,PE,TU,-3.55,-80.4,25
1992-04-01,27.5,,,,,354.0,1009.1,,Tumbes,PE,TU,-3.55,-80.4,25
1992-06-01,27.0,,,,,,1009.4,,Tumbes,PE,TU,-3.55,-80.4,25
1992-07-01,24.0,,,,,0.0,1012.1,,Tumbes,PE,TU,-3.55,-80.4,25
1992-08-01,23.1,,,,,0.0,1012.6,,Tumbes,PE,TU,-3.55,-80.4,25
1992-09-01,22.9,,,,,1.0,1011.6,,Tumbes,PE,TU,-3.55,-80.4,25
1992-10-01,23.4,,,,,0.5,1011.6,,Tumbes,PE,TU,-3.55,-80.4,25
1992-11-01,23.8,,,,,3.0,1011.1,,Tumbes,PE,TU,-3.55,-80.4,25
1992-12-01,24.9,,,,,9.0,1010.8,,Tumbes,PE,TU,-3.55,-80.4,25
1993-01-01,26.4,,,,,0.5,1011.2,,Tumbes,PE,TU,-3.55,-80.4,25
1993-02-01,26.5,,,,,,1010.8,,Tumbes,PE,TU,-3.55,-80.4,25
1993-04-01,27.1,,,,,64.0,1009.6,,Tumbes,PE,TU,-3.55,-80.4,25
1993-05-01,26.5,,,,,30.0,1010.6,,Tumbes,PE,TU,-3.55,-80.4,25
1993-06-01,25.8,,,,,0.0,1010.8,,Tumbes,PE,TU,-3.55,-80.4,25
1993-07-01,24.7,,,,,0.0,1012.0,,Tumbes,PE,TU,-3.55,-80.4,25
1993-08-01,23.2,,,,,0.5,1012.5,,Tumbes,PE,TU,-3.55,-80.4,25
1993-09-01,23.5,,,,,0.0,1012.5,,Tumbes,PE,TU,-3.55,-80.4,25
1993-10-01,23.8,,,,,5.0,1011.9,,Tumbes,PE,TU,-3.55,-80.4,25
1993-11-01,,,,,,0.0,,,Tumbes,PE,TU,-3.55,-80.4,25
1993-12-01,25.4,,,,,9.0,1010.6,,Tumbes,PE,TU,-3.55,-80.4,25
1994-01-01,26.6,,,,,,1011.0,,Tumbes,PE,TU,-3.55,-80.4,25
1994-02-01,26.4,,,,,22.0,1010.7,,Tumbes,PE,TU,-3.55,-80.4,25
1994-03-01,,,,,,76.0,,,Tumbes,PE,TU,-3.55,-80.4,25
1994-04-01,,,,,,26.0,,,Tumbes,PE,TU,-3.55,-80.4,25
1994-05-01,26.0,,,,,0.0,1011.2,,Tumbes,PE,TU,-3.55,-80.4,25
1994-06-01,24.5,,,,,0.0,1012.1,,Tumbes,PE,TU,-3.55,-80.4,25
1994-07-01,22.4,,,,,0.0,1012.3,,Tumbes,PE,TU,-3.55,-80.4,25
1994-08-01,21.5,,,,,0.0,1013.3,,Tumbes,PE,TU,-3.55,-80.4,25
1994-09-01,25.6,,,,,2.0,1012.0,,Tumbes,PE,TU,-3.55,-80.4,25
1994-10-01,,,,,,0.5,,,Tumbes,PE,TU,-3.55,-80.4,25
1994-11-01,24.7,,,,,0.5,1012.1,,Tumbes,PE,TU,-3.55,-80.4,25
1994-12-01,26.2,,,,,6.0,1010.7,,Tumbes,PE,TU,-3.55,-80.4,25
1995-01-01,,,,,,17.0,,,Tumbes,PE,TU,-3.55,-80.4,25
1995-03-01,,,,,,51.0,1011.0,,Tumbes,PE,TU,-3.55,-80.4,25
1995-04-01,27.3,,32.2,,,2.0,,,Tumbes,PE,TU,-3.55,-80.4,25
1995-05-01,26.5,,,,,4.0,1011.4,,Tumbes,PE,TU,-3.55,-80.4,25
1995-06-01,25.7,,30.0,,,0.0,,,Tumbes,PE,TU,-3.55,-80.4,25
1995-07-01,24.2,,,,,0.0,1012.2,,Tumbes,PE,TU,-3.55,-80.4,25
1995-08-01,23.1,,,,,0.0,1012.8,,Tumbes,PE,TU,-3.55,-80.4,25
1995-09-01,23.5,,,,,0.0,,,Tumbes,PE,TU,-3.55,-80.4,25
1995-10-01,23.3,,,,,0.0,1011.0,,Tumbes,PE,TU,-3.55,-80.4,25
1995-11-01,24.3,,,,,,,,Tumbes,PE,TU,-3.55,-80.4,25
1995-12-01,24.8,,29.3,,,8.0,1011.3,,Tumbes,PE,TU,-3.55,-80.4,25
1996-01-01,26.3,,,,,22.0,1010.0,,Tumbes,PE,TU,-3.55,-80.4,25
1996-02-01,26.9,,,,,30.0,,,Tumbes,PE,TU,-3.55,-80.4,25
1996-03-01,27.1,,,,,22.0,,,Tumbes,PE,TU,-3.55,-80.4,25
1996-04-01,26.2,,,,,9.0,1010.0,,Tumbes,PE,TU,-3.55,-80.4,25
1996-05-01,25.7,,,,,0.0,1011.4,,Tumbes,PE,TU,-3.55,-80.4,25
1996-06-01,23.1,,,,,0.0,1011.5,,Tumbes,PE,TU,-3.55,-80.4,25
1996-07-01,21.7,,,,,0.0,1012.4,,Tumbes,PE,TU,-3.55,-80.4,25
1996-08-01,22.0,,,,,0.0,1012.2,,Tumbes,PE,TU,-3.55,-80.4,25
1996-09-01,22.4,,,,,0.5,,,Tumbes,PE,TU,-3.55,-80.4,25
1996-10-01,22.5,,,,,0.5,1011.5,,Tumbes,PE,TU,-3.55,-80.4,25
1996-12-01,25.1,20.1,30.0,,,0.5,1009.6,,Tumbes,PE,TU,-3.55,-80.4,25
1997-01-01,25.8,,,,,5.0,,,Tumbes,PE,TU,-3.55,-80.4,25
1997-02-01,27.3,,32.3,,,37.0,1008.8,,Tumbes,PE,TU,-3.55,-80.4,25
1997-03-01,28.1,,32.9,,,85.0,1009.0,,Tumbes,PE,TU,-3.55,-80.4,25
1997-04-01,26.8,,,,,45.0,,,Tumbes,PE,TU,-3.55,-80.4,25
1997-05-01,27.6,,32.5,,,31.0,,,Tumbes,PE,TU,-3.55,-80.4,25
1997-06-01,27.3,,,,,5.0,,,Tumbes,PE,TU,-3.55,-80.4,25
1997-07-01,27.4,21.4,32.7,,,,,,Tumbes,PE,TU,-3.55,-80.4,25
1997-08-01,27.3,,,,,,,,Tumbes,PE,TU,-3.55,-80.4,25
1997-09-01,27.1,,,,,,,,Tumbes,PE,TU,-3.55,-80.4,25
1997-10-01,27.2,,,,,8.0,1009.4,,Tumbes,PE,TU,-3.55,-80.4,25
1997-11-01,27.0,,,,,,,,Tumbes,PE,TU,-3.55,-80.4,25
1997-12-01,27.6,,,,,,,,Tumbes,PE,TU,-3.55,-80.4,25
1998-01-01,27.6,,,,,,,,Tumbes,PE,TU,-3.55,-80.4,25
1998-02-01,27.9,,,,,552.0,,,Tumbes,PE,TU,-3.55,-80.4,25
1998-03-01,27.8,,,,,,,,Tumbes,PE,TU,-3.55,-80.4,25
1998-04-01,28.0,,33.0,,,,,,Tumbes,PE,TU,-3.55,-80.4,25
1998-05-01,27.6,,,,,189.0,,,Tumbes,PE,TU,-3.55,-80.4,25
1998-06-01,26.6,,,,,0.5,,,Tumbes,PE,TU,-3.55,-80.4,25
1998-07-01,25.2,,,,,2.0,1011.3,,Tumbes,PE,TU,-3.55,-80.4,25
1998-08-01,24.3,,,,,,,,Tumbes,PE,TU,-3.55,-80.4,25
1998-09-01,,,,,,0.0,,,Tumbes,PE,TU,-3.55,-80.4,25
1998-10-01,23.8,,,,,0.5,1011.4,,Tumbes,PE,TU,-3.55,-80.4,25
1998-11-01,23.8,,,,,0.0,,,Tumbes,PE,TU,-3.55,-80.4,25
1998-12-01,24.4,,,,,6.0,1010.9,,Tumbes,PE,TU,-3.55,-80.4,25
1999-01-01,,,,,,14.0,,,Tumbes,PE,TU,-3.55,-80.4,25
1999-02-01,,,,,,116.0,,,Tumbes,PE,TU,-3.55,-80.4,25
1999-03-01,26.6,,,,,77.0,1008.8,,Tumbes,PE,TU,-3.55,-80.4,25
1999-04-01,,,,,,47.0,,,Tumbes,PE,TU,-3.55,-80.4,25
1999-05-01,25.1,,,,,12.0,1011.0,,Tumbes,PE,TU,-3.55,-80.4,25
1999-06-01,23.6,,,,,0.5,,,Tumbes,PE,TU,-3.55,-80.4,25
1999-07-01,24.5,,,,,6.0,1012.1,,Tumbes,PE,TU,-3.55,-80.4,25
1999-08-01,21.6,,,,,0.5,,,Tumbes,PE,TU,-3.55,-80.4,25
1999-09-01,22.4,,,,,1.0,1012.1,,Tumbes,PE,TU,-3.55,-80.4,25
1999-10-01,23.8,,,,,0.5,,,Tumbes,PE,TU,-3.55,-80.4,25
1999-11-01,24.0,,,,,0.5,,,Tumbes,PE,TU,-3.55,-80.4,25
1999-12-01,25.2,,,,,4.0,,,Tumbes,PE,TU,-3.55,-80.4,25
2000-01-01,25.7,,,,,6.0,1010.9,,Tumbes,PE,TU,-3.55,-80.4,25
2000-02-01,27.0,,,,,56.0,1011.5,,Tumbes,PE,TU,-3.55,-80.4,25
2000-03-01,25.6,,,,,85.0,1009.8,,Tumbes,PE,TU,-3.55,-80.4,25
2000-04-01,26.0,,,,,45.0,1010.2,,Tumbes,PE,TU,-3.55,-80.4,25
2000-05-01,25.6,,,,,20.0,1010.7,,Tumbes,PE,TU,-3.55,-80.4,25
2000-06-01,23.8,,,,,2.0,1011.5,,Tumbes,PE,TU,-3.55,-80.4,25
2000-07-01,23.6,,,,,0.0,1011.4,,Tumbes,PE,TU,-3.55,-80.4,25
2000-08-01,22.8,,,,,2.0,1010.9,,Tumbes,PE,TU,-3.55,-80.4,25
2000-09-01,23.7,,,,,2.0,1011.6,,Tumbes,PE,TU,-3.55,-80.4,25
2000-10-01,24.5,,,,,0.0,1011.0,,Tumbes,PE,TU,-3.55,-80.4,25
2000-11-01,23.9,19.9,27.6,,,0.0,1010.8,,Tumbes,PE,TU,-3.55,-80.4,25
2000-12-01,25.8,20.1,29.8,,,9.0,1010.2,,Tumbes,PE,TU,-3.55,-80.4,25
2001-01-01,27.1,21.7,31.3,,,122.0,1010.5,,Tumbes,PE,TU,-3.55,-80.4,25
2001-02-01,27.3,21.0,30.7,,,131.0,1008.3,,Tumbes,PE,TU,-3.55,-80.4,25
2001-06-01,,,,,,0.5,,,Tumbes,PE,TU,-3.55,-80.4,25
2001-07-01,,,,,,1.0,,,Tumbes,PE,TU,-3.55,-80.4,25
2002-05-01,,,,,,0.0,,,Tumbes,PE,TU,-3.55,-80.4,25
2002-06-01,,,,,,1.0,,,Tumbes,PE,TU,-3.55,-80.4,25
2002-07-01,,,,,,0.0,,,Tumbes,PE,TU,-3.55,-80.4,25
2002-08-01,23.2,19.6,26.4,,,0.0,1011.0,,Tumbes,PE,TU,-3.55,-80.4,25
2002-09-01,23.6,19.8,26.8,,,0.0,1011.4,,Tumbes,PE,TU,-3.55,-80.4,25
2002-10-01,24.5,20.0,27.8,,,0.0,1010.4,,Tumbes,PE,TU,-3.55,-80.4,25
2002-11-01,25.3,20.6,29.2,,,0.0,1010.3,,Tumbes,PE,TU,-3.55,-80.4,25
2002-12-01,26.3,21.5,30.1,,,17.0,1009.4,,Tumbes,PE,TU,-3.55,-80.4,25
2003-01-01,27.4,22.1,31.9,,,21.0,1008.9,,Tumbes,PE,TU,-3.55,-80.4,25
2003-02-01,27.3,22.0,31.6,,,62.0,1008.2,,Tumbes,PE,TU,-3.55,-80.4,25
2003-03-01,,,,,,16.0,,,Tumbes,PE,TU,-3.55,-80.4,25
2003-04-01,27.8,,,,,18.0,1008.7,,Tumbes,PE,TU,-3.55,-80.4,25
2003-05-01,27.2,21.5,30.7,,,5.0,1009.0,,Tumbes,PE,TU,-3.55,-80.4,25
2003-06-01,24.6,20.9,27.9,,,0.0,1010.4,,Tumbes,PE,TU,-3.55,-80.4,25
2003-07-01,23.4,20.3,26.7,,,4.0,1010.6,,Tumbes,PE,TU,-3.55,-80.4,25
2003-08-01,,,,,,1.0,,,Tumbes,PE,TU,-3.55,-80.4,25
2003-09-01,,,,,,0.5,,,Tumbes,PE,TU,-3.55,-80.4,25
2003-10-01,24.5,20.2,27.0,,,0.0,1010.2,,Tumbes,PE,TU,-3.55,-80.4,25
2003-11-01,24.8,19.7,28.0,,,2.0,1009.7,,Tumbes,PE,TU,-3.55,-80.4,25
2003-12-01,26.1,21.4,29.4,,,49.0,1009.1,,Tumbes,PE,TU,-3.55,-80.4,25
2004-01-01,27.0,21.9,31.3,,,6.0,1009.3,,Tumbes,PE,TU,-3.55,-80.4,25
2004-02-01,27.6,21.0,30.9,,,41.0,1009.0,,Tumbes,PE,TU,-3.55,-80.4,25
2004-03-01,27.9,21.6,31.8,,,38.0,1007.5,,Tumbes,PE,TU,-3.55,-80.4,25
2004-04-01,27.6,21.9,31.7,,,37.0,1009.1,,Tumbes,PE,TU,-3.55,-80.4,25
2004-05-01,26.8,21.7,30.5,,,4.0,1009.3,,Tumbes,PE,TU,-3.55,-80.4,25
2004-06-01,24.9,20.6,28.4,,,0.0,1010.0,,Tumbes,PE,TU,-3.55,-80.4,25
2004-07-01,23.6,20.2,26.3,,,0.0,1010.7,,Tumbes,PE,TU,-3.55,-80.4,25
2004-08-01,23.6,19.6,26.1,17.7,29.8,0.0,1010.9,,Tumbes,PE,TU,-3.55,-80.4,25
2004-09-01,24.1,20.2,27.6,18.5,30.0,0.0,1010.6,,Tumbes,PE,TU,-3.55,-80.4,25
2004-10-01,24.5,20.3,27.7,19.2,30.0,1.0,1010.5,,Tumbes,PE,TU,-3.55,-80.4,25
2004-11-01,24.7,20.2,28.2,19.0,30.1,0.0,1009.7,,Tumbes,PE,TU,-3.55,-80.4,25
2004-12-01,26.0,20.6,28.9,19.2,31.5,3.0,1009.3,,Tumbes,PE,TU,-3.55,-80.4,25
2005-01-01,27.9,21.6,31.4,20.2,32.5,0.0,1009.0,,Tumbes,PE,TU,-3.55,-80.4,25
2005-02-01,27.6,21.0,30.6,19.6,32.4,11.0,1008.5,,Tumbes,PE,TU,-3.55,-80.4,25
2005-04-01,28.3,21.6,32.1,20.7,34.2,37.0,1008.3,,Tumbes,PE,TU,-3.55,-80.4,25
2005-05-01,26.4,,30.2,,33.0,0.0,1009.8,,Tumbes,PE,TU,-3.55,-80.4,25
2005-06-01,24.1,19.4,26.8,16.0,30.0,0.0,1010.4,,Tumbes,PE,TU,-3.55,-80.4,25
2005-07-01,23.6,18.7,26.7,15.4,29.4,0.0,1010.9,,Tumbes,PE,TU,-3.55,-80.4,25
2005-08-01,22.7,18.8,25.1,15.4,27.3,1.0,1011.5,,Tumbes,PE,TU,-3.55,-80.4,25
2005-09-01,22.8,19.3,25.0,17.5,28.0,0.0,1011.3,,Tumbes,PE,TU,-3.55,-80.4,25
2005-10-01,23.0,19.8,25.7,18.1,28.4,3.0,1012.0,,Tumbes,PE,TU,-3.55,-80.4,25
2005-11-01,24.1,19.7,26.9,19.0,28.8,0.0,1010.9,,Tumbes,PE,TU,-3.55,-80.4,25
2006-01-01,26.8,22.2,30.4,21.4,33.2,62.0,1009.3,,Tumbes,PE,TU,-3.55,-80.4,25
2006-02-01,27.1,21.5,29.6,20.8,32.0,271.0,1009.2,,Tumbes,PE,TU,-3.55,-80.4,25
2006-03-01,27.5,21.7,30.6,20.8,32.2,137.0,1009.1,,Tumbes,PE,TU,-3.55,-80.4,25
2006-04-01,27.3,21.5,30.9,19.5,32.2,9.0,1009.1,,Tumbes,PE,TU,-3.55,-80.4,25
